idx,attr_a,attr_b,attr_c
89608,1,c,yes
89609,5,d,no
89610,1,d,yes
89611,3,b,yes
89612,5,c,no
89613,3,c,yes
89614,3,b,yes
89615,5,d,no
89616,4,d,no
89617,1,d,no
89618,4,b,no
89619,1,d,yes
89620,1,d,no
89621,1,d,no
89622,1,c,yes
89623,4,d,no
89624,1,d,no
89625,2,d,yes
89626,1,d,no
89627,4,a,yes
89628,1,b,no
89629,1,d,yes
89630,4,b,yes
89631,2,d,no
89632,1,d,no
89633,5,c,yes
89634,4,c,no
89635,1,d,yes
89636,1,b,no
89637,1,b,yes
89638,4,d,yes
89639,5,c,yes
89640,1,c,yes
89641,5,c,no
89642,4,c,yes
89643,5,c,yes
89644,5,d,yes
89645,1,b,yes
89646,1,d,yes
89647,1,b,no
89648,3,c,no
89649,4,b,no
89650,5,b,yes
89651,5,d,no
89652,4,b,yes
89653,1,a,yes
89654,1,d,no
89655,1,b,yes
89656,5,d,no
89657,4,c,yes
89658,1,c,no
89659,1,c,no
89660,1,a,no
89661,1,b,no
89662,1,b,yes
89663,5,c,yes
89664,1,c,yes
89665,1,d,no
89666,1,a,yes
89667,1,d,yes
89668,1,d,no
89669,2,d,yes
89670,4,b,yes
89671,1,d,yes
89672,4,d,yes
89673,4,b,no
89674,1,d,yes
89675,4,c,no
89676,1,d,yes
89677,1,d,yes
89678,1,d,yes
89679,5,b,yes
89680,5,a,yes
89681,5,c,no
89682,4,c,yes
89683,1,d,yes
89684,1,d,yes
89685,2,d,no
89686,1,d,yes
89687,1,a,yes
89688,1,b,yes
89689,4,c,no
89690,1,d,yes
89691,1,d,no
89692,3,c,yes
89693,5,d,yes
89694,1,d,no
89695,5,c,yes
89696,1,d,no
89697,3,a,yes
89698,4,b,yes
89699,1,d,yes
89700,1,d,yes
89701,1,a,yes
89702,1,a,yes
89703,3,d,yes
89704,5,c,yes
89705,2,d,yes
89706,1,b,yes
89707,1,a,no
89708,4,d,yes
89709,4,a,no
89710,1,d,no
89711,1,d,yes
89712,1,d,no
89713,1,d,yes
89714,1,b,yes
89715,3,c,no
89716,5,c,no
89717,1,c,yes
89718,5,c,yes
89719,1,d,yes
89720,1,d,yes
89721,1,d,yes
89722,5,d,yes
89723,2,b,yes
89724,2,b,yes
89725,1,d,no
89726,1,d,yes
89727,1,c,yes
89728,1,d,yes
89729,3,b,yes
89730,5,a,no
89731,5,d,yes
89732,3,c,yes
89733,1,d,no
89734,1,b,yes
89735,1,d,no
89736,1,d,yes
89737,1,b,no
89738,1,d,no
89739,5,d,no
89740,1,b,yes
89741,1,d,yes
89742,4,d,no
89743,1,a,no
89744,4,d,no
89745,3,d,no
89746,5,c,yes
89747,4,a,no
89748,1,c,yes
89749,5,b,yes
89750,3,d,yes
89751,5,c,no
89752,1,c,yes
89753,1,d,no
89754,1,d,yes
89755,1,d,yes
89756,1,c,yes
89757,1,c,no
89758,3,a,yes
89759,1,b,no
89760,1,c,no
89761,1,c,yes
89762,1,b,no
89763,5,c,yes
89764,2,d,yes
89765,2,c,yes
89766,5,d,no
89767,5,b,no
89768,1,c,no
89769,1,b,yes
89770,1,d,yes
89771,1,d,yes
89772,1,c,yes
89773,5,c,yes
89774,3,a,no
89775,4,d,yes
89776,1,d,no
89777,5,d,no
89778,4,d,yes
89779,4,d,yes
89780,2,c,yes
89781,1,d,yes
89782,4,d,yes
89783,1,d,yes
89784,4,d,no
89785,5,a,no
89786,1,c,yes
89787,1,b,yes
89788,5,c,yes
89789,1,c,no
89790,1,c,yes
89791,2,a,no
89792,4,b,yes
89793,5,c,yes
89794,3,c,yes
89795,5,c,no
89796,1,d,yes
89797,4,a,yes
89798,5,b,yes
89799,5,d,no
89800,4,c,no
89801,3,c,yes
89802,3,a,no
89803,1,d,yes
89804,4,a,yes
89805,5,b,yes
89806,5,d,yes
89807,4,b,yes
89808,5,d,no
89809,4,c,no
89810,5,c,yes
89811,5,d,yes
89812,5,d,no
89813,1,c,yes
89814,1,b,yes
89815,1,c,yes
89816,1,c,yes
89817,1,a,yes
89818,3,d,yes
89819,1,c,yes
89820,3,c,yes
89821,1,b,yes
89822,4,b,yes
89823,1,d,no
89824,1,c,yes
89825,1,d,yes
89826,3,c,yes
89827,3,d,no
89828,1,c,no
89829,1,b,yes
89830,1,d,yes
89831,1,b,yes
89832,5,b,no
89833,1,d,yes
89834,1,c,yes
89835,4,c,no
89836,1,d,yes
89837,4,c,yes
89838,1,d,yes
89839,1,d,yes
89840,5,d,no
89841,1,b,yes
89842,1,d,no
89843,1,d,yes
89844,5,c,yes
89845,4,d,yes
89846,1,d,yes
89847,1,c,no
89848,1,a,no
89849,1,c,yes
89850,1,b,yes
89851,1,b,yes
89852,5,c,no
89853,5,c,no
89854,1,c,yes
89855,1,d,yes
89856,3,d,yes
89857,5,c,yes
89858,5,c,yes
89859,3,b,no
89860,4,d,no
89861,4,d,no
89862,5,d,yes
89863,3,d,yes
89864,1,d,yes
89865,1,b,yes
89866,1,d,yes
89867,1,d,yes
89868,2,d,yes
89869,3,c,yes
89870,5,d,yes
89871,1,b,no
89872,1,b,yes
89873,1,a,yes
89874,3,b,no
89875,1,d,yes
89876,1,c,no
89877,5,b,no
89878,5,a,yes
89879,2,c,yes
89880,1,b,yes
89881,1,a,no
89882,2,c,yes
89883,2,c,yes
89884,4,a,yes
89885,3,d,no
89886,2,b,no
89887,5,c,yes
89888,5,c,yes
89889,1,d,yes
89890,1,c,no
89891,3,c,yes
89892,5,c,no
89893,3,d,yes
89894,4,a,yes
89895,1,a,yes
89896,1,b,yes
89897,4,d,yes
89898,3,c,yes
89899,5,d,yes
89900,5,b,no
89901,3,d,yes
89902,1,d,yes
89903,3,c,yes
89904,4,b,yes
89905,1,b,yes
89906,4,c,yes
89907,1,d,yes
89908,1,a,yes
89909,5,b,no
89910,2,d,no
89911,1,d,yes
89912,5,d,yes
89913,4,c,no
89914,5,d,no
89915,2,d,yes
89916,4,d,no
89917,1,c,yes
89918,1,b,yes
89919,1,d,yes
89920,4,d,no
89921,5,d,yes
89922,1,d,yes
89923,2,c,yes
89924,1,d,yes
89925,1,c,no
89926,5,a,yes
89927,5,b,yes
89928,1,c,yes
89929,1,b,yes
89930,1,d,no
89931,5,c,no
89932,1,a,yes
89933,2,c,no
89934,5,d,yes
89935,1,c,yes
89936,4,d,no
89937,3,a,yes
89938,4,d,no
89939,4,a,yes
89940,1,d,yes
89941,5,c,yes
89942,5,c,no
89943,1,d,no
89944,1,c,yes
89945,1,d,yes
89946,5,b,no
89947,1,a,yes
89948,1,c,yes
89949,1,a,yes
89950,5,d,yes
89951,1,a,yes
89952,1,c,no
89953,5,d,yes
89954,3,c,yes
89955,3,b,yes
89956,5,c,yes
89957,5,d,yes
89958,1,d,no
89959,4,b,no
89960,5,b,no
89961,4,c,no
89962,5,d,yes
89963,3,c,yes
89964,1,c,yes
89965,1,c,yes
89966,1,c,no
89967,1,b,no
89968,1,c,no
89969,3,a,yes
89970,1,d,yes
89971,4,c,yes
89972,4,d,no
89973,4,a,yes
89974,4,d,no
89975,1,c,yes
89976,2,c,yes
89977,1,d,yes
89978,2,d,no
89979,5,d,no
89980,5,c,yes
89981,2,a,no
89982,2,d,no
89983,5,b,no
89984,5,c,no
89985,1,b,yes
89986,5,d,no
89987,4,a,yes
89988,1,b,yes
89989,5,d,no
89990,3,d,yes
89991,2,c,yes
89992,1,c,yes
89993,1,d,yes
89994,4,d,yes
89995,4,d,yes
89996,1,d,yes
89997,4,c,no
89998,1,b,yes
89999,5,b,yes
90000,5,a,no
90001,1,b,no
90002,3,b,no
90003,4,b,yes
90004,1,b,yes
90005,1,b,no
90006,2,a,no
90007,4,a,yes
90008,2,d,yes
90009,1,a,yes
90010,1,d,no
90011,1,d,no
90012,4,b,yes
90013,2,d,no
90014,1,d,no
90015,4,c,no
90016,3,d,yes
90017,1,d,yes
90018,5,b,no
90019,1,d,no
90020,1,d,yes
90021,5,a,no
90022,1,b,no
90023,2,c,yes
90024,1,d,no
90025,5,b,no
90026,2,c,yes
90027,1,d,no
90028,3,d,no
90029,1,b,no
90030,1,d,no
90031,1,c,no
90032,1,c,yes
90033,4,b,yes
90034,1,d,no
90035,1,d,yes
90036,5,d,no
90037,1,c,yes
90038,1,a,no
90039,5,c,yes
90040,5,a,no
90041,1,b,yes
90042,1,b,yes
90043,1,c,no
90044,5,d,no
90045,3,c,yes
90046,4,d,no
90047,1,b,no
90048,1,a,yes
90049,1,c,no
90050,2,c,yes
90051,1,d,no
90052,3,d,yes
90053,4,d,yes
90054,1,c,yes
90055,1,c,no
90056,1,b,yes
90057,3,b,yes
90058,3,d,yes
90059,1,c,yes
90060,1,d,yes
90061,3,b,yes
90062,4,c,yes
90063,5,c,yes
90064,4,c,yes
90065,1,c,yes
90066,5,d,yes
90067,3,b,no
90068,1,d,yes
90069,1,c,yes
90070,1,d,no
90071,1,d,yes
90072,1,b,yes
90073,5,d,no
90074,5,c,no
90075,4,c,no
90076,4,b,yes
90077,1,b,yes
90078,1,a,yes
90079,1,b,yes
90080,5,d,yes
90081,1,d,no
90082,3,c,no
90083,1,a,yes
90084,5,c,no
90085,5,d,no
90086,5,c,yes
90087,5,c,no
90088,1,d,yes
90089,1,c,no
90090,1,c,yes
90091,1,d,yes
90092,1,d,yes
90093,4,c,yes
90094,1,d,no
90095,5,b,yes
90096,1,b,no
90097,5,d,yes
90098,1,d,yes
90099,1,c,yes
90100,2,d,yes
90101,5,c,yes
90102,4,d,yes
90103,3,a,no
90104,4,c,yes
90105,1,c,no
90106,2,b,yes
90107,1,d,no
90108,2,a,yes
90109,2,c,no
90110,5,c,no
90111,2,d,no
90112,1,c,no
90113,5,d,yes
90114,1,c,yes
90115,1,d,yes
90116,3,d,yes
90117,1,d,yes
90118,3,d,no
90119,5,b,yes
90120,1,b,no
90121,4,d,yes
90122,1,d,yes
90123,3,d,no
90124,5,d,yes
90125,3,d,yes
90126,1,c,yes
90127,5,b,yes
90128,1,d,yes
90129,4,b,yes
90130,1,d,yes
90131,1,b,no
90132,1,b,no
90133,1,d,no
90134,5,c,no
90135,4,b,no
90136,5,b,yes
90137,5,d,no
90138,1,d,yes
90139,1,c,no
90140,4,d,yes
90141,5,d,yes
90142,5,a,no
90143,4,d,yes
90144,3,a,no
90145,5,a,no
90146,1,b,yes
90147,4,d,yes
90148,1,d,yes
90149,1,b,yes
90150,2,d,yes
90151,1,d,yes
90152,4,b,yes
90153,1,d,yes
90154,4,d,yes
90155,1,d,no
90156,5,b,yes
90157,1,d,no
90158,1,d,yes
90159,5,c,no
90160,5,c,no
90161,3,d,yes
90162,1,b,yes
90163,1,d,yes
90164,5,d,no
90165,1,c,yes
90166,4,a,yes
90167,4,b,yes
90168,2,d,yes
90169,1,d,yes
90170,2,d,no
90171,1,d,no
90172,5,d,no
90173,1,b,yes
90174,1,c,no
90175,4,d,no
90176,4,d,yes
90177,5,c,yes
90178,5,b,yes
90179,4,c,yes
90180,3,d,yes
90181,1,b,yes
90182,2,d,yes
90183,1,c,yes
90184,4,d,yes
90185,5,d,no
90186,5,c,yes
90187,4,b,yes
90188,1,b,yes
90189,5,d,yes
90190,3,c,yes
90191,1,d,no
90192,2,c,yes
90193,3,d,yes
90194,1,c,yes
90195,4,d,yes
90196,4,a,yes
90197,4,c,yes
90198,2,b,yes
90199,2,a,yes
90200,1,d,no
90201,5,b,yes
90202,1,b,yes
90203,1,a,yes
90204,5,a,no
90205,1,d,no
90206,4,a,no
90207,1,a,yes
90208,5,b,no
90209,1,d,yes
90210,5,d,no
90211,3,b,yes
90212,1,b,yes
90213,1,b,yes
90214,2,b,yes
90215,1,b,no
90216,1,d,no
90217,5,a,yes
90218,3,c,yes
90219,4,d,yes
90220,5,c,yes
90221,1,c,yes
90222,1,a,yes
90223,1,c,yes
90224,1,b,yes
90225,3,b,no
90226,1,c,yes
90227,3,c,yes
90228,5,b,yes
90229,5,d,no
90230,1,c,yes
90231,1,c,yes
90232,1,b,no
90233,2,d,yes
90234,1,c,yes
90235,1,c,yes
90236,1,c,yes
90237,1,d,no
90238,3,a,no
90239,2,c,yes
90240,5,d,yes
90241,1,c,no
90242,1,d,no
90243,4,b,no
90244,5,d,yes
90245,5,b,yes
90246,1,c,yes
90247,1,c,yes
90248,1,a,yes
90249,1,d,yes
90250,1,d,yes
90251,1,b,yes
90252,1,c,no
90253,1,a,yes
90254,4,d,yes
90255,4,d,yes
90256,3,d,no
90257,5,c,yes
90258,4,d,no
90259,1,c,no
90260,1,d,yes
90261,1,a,no
90262,4,b,yes
90263,1,c,yes
90264,1,b,no
90265,4,d,yes
90266,5,d,yes
90267,5,d,yes
90268,1,c,yes
90269,1,d,yes
90270,3,b,yes
90271,5,c,yes
90272,5,d,yes
90273,1,d,yes
90274,3,b,yes
90275,4,d,yes
90276,1,c,yes
90277,3,d,no
90278,1,b,yes
90279,4,d,yes
90280,1,c,yes
90281,1,d,yes
90282,4,c,yes
90283,5,d,yes
90284,1,d,yes
90285,5,b,yes
90286,1,b,yes
90287,4,c,yes
90288,1,a,yes
90289,5,b,no
90290,3,b,no
90291,1,c,yes
90292,1,a,yes
90293,4,a,yes
90294,3,d,no
90295,5,b,no
90296,5,d,yes
90297,4,d,yes
90298,1,c,yes
90299,1,d,yes
90300,1,c,yes
90301,1,c,no
90302,3,d,yes
90303,1,d,yes
90304,5,d,yes
90305,1,a,no
90306,4,b,yes
90307,1,b,yes
90308,1,b,no
90309,1,d,yes
90310,1,c,yes
90311,1,c,no
90312,5,b,yes
90313,1,b,yes
90314,4,c,no
90315,3,b,yes
90316,1,d,yes
90317,1,b,yes
90318,4,d,yes
90319,1,b,yes
90320,4,c,no
90321,4,d,yes
90322,1,c,yes
90323,1,d,yes
90324,1,d,no
90325,1,d,yes
90326,4,b,no
90327,1,b,yes
90328,4,b,yes
90329,2,d,no
90330,1,b,yes
90331,5,c,yes
90332,5,c,no
90333,5,d,yes
90334,1,b,yes
90335,5,d,no
90336,5,a,yes
90337,1,c,yes
90338,2,d,no
90339,1,d,yes
90340,5,c,no
90341,4,d,yes
90342,3,b,no
90343,1,d,yes
90344,4,d,yes
90345,4,d,yes
90346,2,c,yes
90347,1,d,no
90348,1,c,yes
90349,5,d,yes
90350,5,b,no
90351,2,b,no
90352,3,d,yes
90353,4,a,no
90354,1,d,yes
90355,1,b,no
90356,5,d,yes
90357,1,b,yes
90358,4,c,no
90359,4,d,yes
90360,1,d,yes
90361,1,d,no
90362,1,c,no
90363,1,d,yes
90364,3,c,yes
90365,1,d,yes
90366,1,a,yes
90367,5,a,yes
90368,5,d,no
90369,1,d,yes
90370,1,d,yes
90371,4,a,no
90372,1,d,yes
90373,4,c,yes
90374,4,a,yes
90375,3,d,yes
90376,2,a,no
90377,5,b,yes
90378,1,c,yes
90379,1,a,yes
90380,1,d,yes
90381,5,d,no
90382,1,c,yes
90383,4,d,yes
90384,5,c,yes
90385,1,d,yes
90386,1,c,no
90387,1,d,yes
90388,5,b,yes
90389,4,c,yes
90390,5,c,yes
90391,5,d,no
90392,4,d,no
90393,3,d,yes
90394,5,b,no
90395,1,d,no
90396,1,c,yes
90397,4,d,yes
90398,1,d,yes
90399,1,c,yes
90400,4,d,no
90401,1,d,yes
90402,5,a,yes
90403,4,d,no
90404,1,c,yes
90405,1,d,yes
90406,1,b,no
90407,1,b,yes
90408,1,a,yes
90409,4,b,yes
90410,3,d,yes
90411,1,b,no
90412,1,d,yes
90413,5,b,yes
90414,4,c,yes
90415,4,d,yes
90416,4,c,yes
90417,5,c,yes
90418,5,c,no
90419,1,d,yes
90420,4,a,yes
90421,2,c,yes
90422,1,d,yes
90423,5,d,no
90424,2,d,yes
90425,1,d,no
90426,3,c,yes
90427,4,d,no
90428,1,d,yes
90429,1,d,yes
90430,1,d,no
90431,5,d,yes
90432,5,b,yes
90433,1,d,yes
90434,1,c,yes
90435,5,b,yes
90436,1,d,yes
90437,3,d,yes
90438,4,a,yes
90439,3,d,yes
90440,1,d,no
90441,5,a,yes
90442,1,b,yes
90443,3,b,no
90444,1,b,no
90445,1,b,no
90446,1,b,yes
90447,5,d,no
90448,1,b,no
90449,1,d,yes
90450,1,c,yes
90451,1,c,yes
90452,4,d,yes
90453,1,d,yes
90454,5,c,yes
90455,5,d,no
90456,5,c,yes
90457,1,d,yes
90458,4,b,yes
90459,4,d,yes
90460,5,a,no
90461,5,d,yes
90462,1,d,yes
90463,1,c,yes
90464,3,b,yes
90465,2,c,yes
90466,5,a,no
90467,4,d,yes
90468,1,d,no
90469,1,d,yes
90470,1,c,no
90471,5,b,yes
90472,1,b,yes
90473,5,c,yes
90474,1,c,no
90475,1,b,yes
90476,5,b,no
90477,1,c,yes
90478,1,d,no
90479,4,c,yes
90480,1,d,yes
90481,1,d,yes
90482,3,b,no
90483,5,d,yes
90484,1,d,no
90485,1,d,yes
90486,1,c,yes
90487,4,c,yes
90488,4,d,yes
90489,4,c,yes
90490,5,d,no
90491,1,d,yes
90492,1,d,no
90493,1,c,yes
90494,5,b,yes
90495,1,c,yes
90496,3,b,yes
90497,1,d,no
90498,1,d,yes
90499,1,d,no
90500,2,b,no
90501,1,a,yes
90502,5,b,yes
90503,4,d,yes
90504,1,d,yes
90505,5,d,yes
90506,3,d,no
90507,1,c,no
90508,1,d,no
90509,1,d,yes
90510,1,c,no
90511,5,d,yes
90512,5,b,yes
90513,4,b,yes
90514,5,c,yes
90515,1,b,yes
90516,4,d,no
90517,5,c,yes
90518,1,d,no
90519,1,c,no
90520,5,c,yes
90521,1,d,yes
90522,2,b,yes
90523,1,d,no
90524,1,c,yes
90525,1,d,yes
90526,5,c,no
90527,1,a,yes
90528,1,d,yes
90529,1,d,yes
90530,1,d,yes
90531,1,a,yes
90532,1,c,yes
90533,3,d,yes
90534,1,c,yes
90535,1,c,yes
90536,1,d,no
90537,4,d,yes
90538,5,b,no
90539,4,d,yes
90540,4,b,yes
90541,3,d,no
90542,1,b,no
90543,1,c,no
90544,1,a,yes
90545,1,c,no
90546,1,b,yes
90547,1,d,no
90548,3,b,yes
90549,5,b,yes
90550,1,c,yes
90551,4,c,no
90552,1,d,no
90553,1,c,yes
90554,1,c,no
90555,1,d,yes
90556,3,d,yes
90557,1,c,yes
90558,5,b,yes
90559,5,b,no
90560,4,c,no
90561,1,d,yes
90562,1,b,yes
90563,5,c,no
90564,1,d,no
90565,1,c,yes
90566,5,b,yes
90567,1,c,yes
90568,1,d,yes
90569,4,d,yes
90570,4,c,yes
90571,3,d,no
90572,5,b,no
90573,1,d,yes
90574,1,c,yes
90575,4,a,yes
90576,1,d,yes
90577,1,d,no
90578,5,d,yes
90579,4,a,no
90580,1,a,yes
90581,1,d,yes
90582,1,c,yes
90583,3,c,yes
90584,3,c,yes
90585,2,d,yes
90586,3,d,no
90587,1,c,no
90588,4,a,yes
90589,1,d,no
90590,1,d,yes
90591,1,b,no
90592,1,b,yes
90593,5,c,yes
90594,5,c,no
90595,1,b,yes
90596,5,b,yes
90597,5,c,yes
90598,1,c,yes
90599,1,d,yes
90600,1,d,yes
90601,1,d,yes
90602,1,c,yes
90603,1,d,yes
90604,1,b,yes
90605,4,d,yes
90606,1,c,yes
90607,1,b,yes
90608,2,c,no
90609,3,d,no
90610,3,a,yes
90611,1,d,yes
90612,4,d,yes
90613,3,a,yes
90614,2,b,no
90615,1,c,yes
90616,1,a,no
90617,4,c,yes
90618,4,d,no
90619,3,d,no
90620,1,c,no
90621,1,a,yes
90622,1,c,yes
90623,1,d,yes
90624,5,a,yes
90625,4,d,no
90626,1,d,no
90627,5,b,no
90628,4,b,yes
90629,4,d,no
90630,1,c,no
90631,1,b,no
90632,1,d,yes
90633,1,d,no
90634,5,c,no
90635,1,d,yes
90636,4,b,yes
90637,1,b,yes
90638,1,c,yes
90639,1,a,yes
90640,1,b,yes
90641,1,d,yes
90642,4,c,yes
90643,4,c,yes
90644,4,d,no
90645,1,d,yes
90646,1,c,yes
90647,4,b,no
90648,5,c,yes
90649,1,c,yes
90650,4,b,yes
90651,2,d,yes
90652,2,d,no
90653,5,c,yes
90654,5,c,yes
90655,1,c,yes
90656,4,c,no
90657,1,d,yes
90658,5,b,no
90659,1,d,yes
90660,3,b,no
90661,3,d,yes
90662,1,d,no
90663,1,a,yes
90664,1,a,no
90665,4,d,yes
90666,5,b,no
90667,5,d,yes
90668,5,d,yes
90669,1,c,yes
90670,4,d,no
90671,2,d,yes
90672,4,d,yes
90673,1,d,no
90674,4,d,yes
90675,2,b,no
90676,4,b,yes
90677,2,a,no
90678,4,d,yes
90679,3,c,yes
90680,4,b,no
90681,1,d,yes
90682,1,b,yes
90683,1,b,yes
90684,4,b,no
90685,1,d,yes
90686,4,b,yes
90687,1,b,no
90688,1,a,yes
90689,1,c,yes
90690,3,d,yes
90691,1,d,yes
90692,4,b,yes
90693,5,c,yes
90694,1,c,no
90695,1,d,no
90696,1,a,yes
90697,1,d,no
90698,1,c,yes
90699,2,b,yes
90700,1,b,yes
90701,1,c,yes
90702,5,d,yes
90703,1,a,yes
90704,1,a,yes
90705,3,a,yes
90706,4,d,no
90707,1,c,no
90708,1,c,no
90709,2,c,no
90710,1,c,yes
90711,1,d,yes
90712,2,b,yes
90713,1,d,yes
90714,5,b,yes
90715,1,d,yes
90716,1,c,yes
90717,1,a,yes
90718,4,b,yes
90719,3,d,yes
90720,1,b,yes
90721,1,a,no
90722,4,c,yes
90723,1,d,yes
90724,2,c,no
90725,1,b,yes
90726,5,d,no
90727,4,d,yes
90728,5,c,yes
90729,1,d,yes
90730,1,c,yes
90731,1,d,yes
90732,1,d,yes
90733,4,d,no
90734,1,b,no
90735,1,c,yes
90736,3,d,yes
90737,1,d,yes
90738,1,d,no
90739,3,b,yes
90740,1,d,no
90741,4,d,no
90742,3,d,yes
90743,1,b,yes
90744,5,c,yes
90745,4,d,yes
90746,1,d,yes
90747,4,b,no
90748,1,c,yes
90749,3,d,yes
90750,1,c,yes
90751,5,a,yes
90752,4,d,yes
90753,5,c,yes
90754,1,d,yes
90755,1,c,yes
90756,1,c,yes
90757,1,d,yes
90758,3,d,yes
90759,2,b,no
90760,5,d,yes
90761,1,b,no
90762,5,c,yes
90763,5,a,yes
90764,3,d,yes
90765,2,b,yes
90766,2,c,yes
90767,1,d,no
90768,4,b,no
90769,4,d,no
90770,5,c,yes
90771,5,d,yes
90772,4,b,no
90773,4,d,yes
90774,5,b,yes
90775,1,d,no
90776,3,d,no
90777,4,a,no
90778,4,b,no
90779,5,d,yes
90780,5,b,yes
90781,1,c,no
90782,2,d,no
90783,4,b,yes
90784,3,b,no
90785,1,d,yes
90786,5,d,yes
90787,1,c,yes
90788,1,d,yes
90789,1,b,no
90790,3,b,yes
90791,1,d,yes
90792,4,d,yes
90793,3,d,no
90794,4,b,yes
90795,1,b,no
90796,1,b,no
90797,1,b,yes
90798,5,d,yes
90799,4,d,no
90800,1,b,no
90801,2,d,yes
90802,5,b,yes
90803,4,b,yes
90804,1,c,yes
90805,1,b,yes
90806,3,b,yes
90807,1,d,yes
90808,4,c,no
90809,1,c,yes
90810,4,d,yes
90811,1,d,yes
90812,4,b,no
90813,5,b,no
90814,5,c,no
90815,1,a,yes
90816,1,b,yes
90817,3,a,yes
90818,1,b,yes
90819,2,d,yes
90820,1,c,yes
90821,5,c,no
90822,5,c,no
90823,1,d,yes
90824,5,b,yes
90825,2,c,yes
90826,5,d,yes
90827,3,c,yes
90828,4,d,yes
90829,1,b,yes
90830,1,d,yes
90831,2,d,no
90832,1,c,no
90833,1,c,yes
90834,4,d,no
90835,1,b,yes
90836,4,b,yes
90837,5,c,no
90838,4,c,no
90839,4,d,no
90840,1,d,no
90841,1,a,yes
90842,3,d,yes
90843,1,b,yes
90844,1,c,no
90845,3,d,no
90846,1,c,yes
90847,1,c,yes
90848,5,b,no
90849,4,d,no
90850,1,d,yes
90851,1,c,yes
90852,5,d,yes
90853,1,d,yes
90854,5,c,yes
90855,5,d,no
90856,1,b,no
90857,1,a,no
90858,4,d,yes
90859,1,d,yes
90860,5,d,yes
90861,2,d,no
90862,1,a,yes
90863,5,d,yes
90864,5,d,yes
90865,1,b,no
90866,1,c,yes
90867,5,d,yes
90868,1,c,yes
90869,3,d,yes
90870,1,c,yes
90871,4,b,no
90872,1,c,yes
90873,1,d,no
90874,4,d,no
90875,3,d,no
90876,3,d,yes
90877,5,b,no
90878,1,c,no
90879,1,c,yes
90880,4,d,no
90881,1,c,yes
90882,1,c,yes
90883,1,d,yes
90884,4,d,yes
90885,1,a,yes
90886,4,d,no
90887,1,c,yes
90888,5,d,yes
90889,4,a,no
90890,1,b,no
90891,4,d,no
90892,3,d,yes
90893,1,c,no
90894,1,a,no
90895,1,d,no
90896,1,b,no
90897,1,c,yes
90898,1,c,no
90899,5,b,no
90900,1,c,yes
90901,4,d,no
90902,2,b,no
90903,5,b,yes
90904,4,c,no
90905,1,d,no
90906,3,b,yes
90907,1,a,yes
90908,1,c,yes
90909,3,b,no
90910,1,b,no
90911,3,a,yes
90912,1,c,yes
90913,1,d,yes
90914,1,d,yes
90915,1,b,no
90916,1,d,yes
90917,5,d,yes
90918,4,a,no
90919,1,d,yes
90920,1,d,yes
90921,1,d,yes
90922,1,d,yes
90923,1,d,yes
90924,4,c,yes
90925,4,d,no
90926,2,c,yes
90927,3,d,yes
90928,4,d,no
90929,1,c,no
90930,1,c,yes
90931,1,d,no
90932,1,b,yes
90933,1,c,no
90934,1,d,yes
90935,3,c,yes
90936,4,d,yes
90937,1,d,no
90938,2,c,yes
90939,3,d,yes
90940,1,b,yes
90941,4,d,yes
90942,5,a,yes
90943,4,d,yes
90944,4,b,yes
90945,3,d,yes
90946,5,c,no
90947,1,b,yes
90948,2,d,yes
90949,1,b,yes
90950,1,c,yes
90951,1,d,no
90952,1,d,yes
90953,5,c,yes
90954,1,d,yes
90955,5,d,yes
90956,5,a,yes
90957,1,c,no
90958,1,d,yes
90959,3,d,no
90960,1,d,no
90961,1,c,yes
90962,4,c,no
90963,5,b,yes
90964,1,b,no
90965,1,d,yes
90966,1,b,yes
90967,1,d,yes
90968,1,d,yes
90969,1,b,yes
90970,3,d,yes
90971,5,d,no
90972,4,b,no
90973,1,d,no
90974,1,d,yes
90975,5,c,yes
90976,1,c,yes
90977,1,d,no
90978,5,c,yes
90979,1,b,no
90980,3,d,no
90981,1,a,yes
90982,3,b,no
90983,1,c,yes
90984,5,b,no
90985,3,d,yes
90986,5,c,yes
90987,4,c,yes
90988,3,d,no
90989,3,b,no
90990,3,d,no
90991,5,a,yes
90992,1,b,yes
90993,1,c,no
90994,4,d,yes
90995,4,d,yes
90996,5,d,no
90997,1,c,yes
90998,5,d,yes
90999,2,b,yes
91000,4,c,yes
91001,1,b,no
91002,5,a,no
91003,3,c,no
91004,3,b,yes
91005,1,c,no
91006,1,c,no
91007,1,b,yes
91008,1,d,no
91009,1,b,yes
91010,5,d,yes
91011,1,c,yes
91012,1,c,no
91013,1,b,yes
91014,4,b,yes
91015,5,b,yes
91016,3,c,yes
91017,1,d,yes
91018,4,b,yes
91019,1,a,yes
91020,3,d,yes
91021,1,c,yes
91022,1,a,no
91023,1,c,no
91024,1,b,yes
91025,1,a,yes
91026,1,c,no
91027,3,c,yes
91028,1,b,yes
91029,5,b,no
91030,3,b,no
91031,3,d,no
91032,1,d,yes
91033,1,b,yes
91034,4,b,no
91035,5,d,no
91036,4,b,no
91037,3,b,yes
91038,4,b,no
91039,1,c,yes
91040,1,d,yes
91041,1,c,no
91042,1,c,no
91043,1,b,no
91044,1,c,no
91045,4,c,yes
91046,3,b,no
91047,1,d,yes
91048,1,d,no
91049,5,b,yes
91050,4,d,no
91051,1,b,yes
91052,4,d,no
91053,3,d,no
91054,5,a,no
91055,4,b,no
